Advisor ID,Name,Firm Name,Age,Email Address,City,State,Country,Client Industry,Insert date,Last update date,Phone number,Client,Data Hygiene,Lead AM,November,December
SalA124,Alan Davis,Martinez-Harris,47,robert84@martinez-harris.com,,Montana,Macedonia,Financial Advisor,03-05-2024,03-05-2024,16043955559,Client,Missing Record,Sales AM 2,Potential Client,Former Client
SalA125, Bradley McDowell,Mcdowell-Steele,50,bradley42@mcdowell-steele.com,Walkerborough,Alabama,Russian Federation,RIA,22-02-2024,27-06-2024,18235712598,Former Client,,Sales AM 2,Active Client,Former Client
SalA126, Jessica Robertson,Rogers-Castro,37,jessicarobertson@rogers-castro.com,Lake Christopherborough,Ohio,Nepal,Institutional Investor,03-06-2024,03-06-2024,10633772337,Prospect,,Sales AM 2,Non Supporters,Former Client
SalA127, M. Martinez ,Jones PLC,48,mmartinez@jonesplc.com,West David,Missouri,Guam,Family Office,25-01-2024,21-12-2024,16049271609,Prospect,,Sales AM 2,Non Supporters,Former Client
SalA128, Jared Baker,Pena-Roberts,48,bakerjared@pena-roberts.com,Johnsonfort,South Carolina,Romania,Financial Advisor,12-05-2024,19-06-2024,17855277022,Prospect,,Sales AM 2,Non Supporters,Former Client
SalA129, John Flynn,Hill Ltd,39,flynnjohn@hillltd.com,Nguyenfurt,Illinois,Samoa,Institutional Investor,24-10-2024,24-10-2024,16400570839,Former Client,,Sales AM 2,Active Client,Former Client
SalA130, I. Ross ,Schneider Inc,38,iross@schneiderinc.com,Lake Tarafurt,Maryland,Montserrat,RIA,31-10-2024,31-10-2024,14649912505,Former Client,,Sales AM 2,Active Client,Former Client
SalA131, Go Connor ,Long-Johnson,35,goconnor@long-johnson.com,Michaelview,Michigan,Gambia,RIA,09-03-2024,28-12-2024,14736992254,Former Client,,Sales AM 2,Active Client,Former Client
SalA132, Lisa Marshall,"Ingram, Glover and Roberts",46,lisamarshall@ingramgloverandroberts.com,Bennettview,California,Montenegro,Institutional Investor,12-09-2024,12-09-2024,13691848562,Former Client,,Sales AM 2,Active Client,Former Client
SalA133, Kevin Garcia,Williams LLC,41,kevingarcia@williamsllc.com,North Shelley,Nevada,Switzerland,Broker Dealer,19-07-2024,19-07-2024,12151896794,Client,,Sales AM 2,Active Client,Potential Client
SalA134, Earl Anderson,Anderson-Watson,36,earl91@anderson-watson.com,Lake Miguel,,,Family Office,11-08-2024,11-08-2024,15820951335,Former Client,Missing Record,Sales AM 2,Former Client,Former Client
SalA135, Brett Miles,"Bowen, Pitts and Hansen",50,milesbrett@bowenpittsandhansen.com,Alvaradotown,Texas,Marshall Islands,Broker Dealer,16-04-2024,16-04-2024,13863939369,Former Client,,Sales AM 2,Active Client,Former Client
SalA136, Alexandria Valencia,"Mendez, Tran and Miller",46,alexandriavalencia@mendeztranandmiller.com,Clarenceberg,Georgia,Sao Tome and Principe,Institutional Investor,20-06-2024,20-06-2024,12007945730,Former Client,,Sales AM 2,Active Client,Non Supporters
SalA137, Cathy Jefferson,"Kim, Sparks and Montgomery",40,jeffersoncathy@kimsparksandmontgomery.com,Mooreside,South Carolina,Greece,Financial Advisor,12-01-2024,18-11-2024,11145552378,Former Client,,Sales AM 2,Active Client,Non Supporters
SalA138, Paula Kennedy,Burgess and Sons,45,kennedypaula@burgessandsons.com,Christopherville,New Jersey,Japan,Institutional Investor,30-05-2024,20-06-2024,19897490267,Former Client,,Sales AM 2,Active Client,Non Supporters
SalA139, Kendra Bolton,"Kemp, Martin and Walker",43,boltonkendra@kempmartinandwalker.com,North Jack,Alabama,Iraq,RIA,21-01-2024,21-01-2024,11377090281,Client,Stale Records,Sales AM 2,Potential Client,Former Client
SalA140, F. Griffith ,"Wells, Lewis and Johnson",47,fgriffith@wellslewisandjohnson.com,New Josephhaven,Hawaii,Azerbaijan,RIA,12-09-2024,22-12-2024,12822750907,Client,,Sales AM 2,Potential Client,Former Client
SalA141,Micheal Johnson,"Rowland, Hernandez and Arnold",48,llarsen@rowlandhernandezandarnold.com,Kyleview,Arizona,French Guiana,Financial Advisor,31-08-2024,24-09-2024,17164101209,Client,,Sales AM 2,Potential Client,Former Client
SalA142,James Woodard,"Adams, Hoffman and Sims",50,geoffrey61@adamshoffmanandsims.com,Johnchester,Maine,Equatorial Guinea,Institutional Investor,27-10-2024,02-11-2024,10004014441,Former Client,,Sales AM 2,Former Client,Non Supporters
SalA143,Melissa Jones,Martinez-Mcmahon,37,jonesmelissa@martinez-mcmahon.com,Cindymouth,Hawaii,Chile,Financial Advisor,05-04-2024,05-04-2024,10591633721,Former Client,,Sales AM 2,Active Client,Non Supporters
SalA144, Billy Wright,Wright-Parker,40,billy40@wright-parker.com,East Catherine,Louisiana,Cape Verde,Family Office,20-09-2024,24-11-2024,16168861328,Former Client,,Sales AM 2,Active Client,Non Supporters
SalA145, Peggy Campbell,Robinson and Sons,34,campbellpeggy@robinsonandsons.com,East Tammymouth,Minnesota,Belgium,Family Office,30-04-2024,30-04-2024,12698944676,Former Client,,Sales AM 2,Non Supporters,Non Supporters
SalA146, Julie Taylor,Taylor-Erickson,38,julie27@taylor-erickson.com,Kimberlyfort,New York,Armenia,Institutional Investor,08-08-2024,14-08-2024,14598084463,Former Client,,Sales AM 2,Potential Client,Potential Client
SalA147,Michael Baldwin,Woods-Anderson,45,diane68@woods-anderson.com,,Florida,Moldova,Institutional Investor,26-03-2024,27-11-2024,15880188249,Client,Missing Record,Sales AM 2,Potential Client,Former Client
SalA148,Michael Moore,Thomas PLC,38,jwalker@thomasplc.com,Karenland,Arizona,Libyan Arab Jamahiriya,Institutional Investor,11-05-2024,11-05-2024,16908179186,Former Client,,Sales AM 2,Active Client,Non Supporters
SalA149,Patricia Barnes Craig,Smith-Cole,39,craig06@smith-cole.com,East Laurieville,Wyoming,Fiji,Institutional Investor,08-08-2024,10-09-2024,10723403022,Former Client,,Sales AM 2,Active Client,Non Supporters
SalA150, Christina Friedman,"Friedman, Martinez and Meyers",48,christina22@friedmanmartinezandmeyers.com,Lake Paulberg,Rhode Island,Puerto Rico,Broker Dealer,28-03-2024,03-07-2024,19069987219,Prospect,,Sales AM 2,Non Supporters,Former Client
SalA151, Richard Price,Jones and Sons,35,richardprice@jonesandsons.com,West Barbara,Arizona,Palau,Institutional Investor,17-04-2024,09-06-2024,18728480550,Prospect,,Sales AM 2,Non Supporters,Former Client
SalA152, L. Sutton ,Jacobs Group,35,lsutton@jacobsgroup.com,Gonzalezbury,Iowa,Tanzania,Financial Advisor,06-10-2024,06-10-2024,18089039003,Prospect,,Sales AM 2,Non Supporters,Former Client
SalA153, Jessica Elliott,Fitzpatrick-Smith,48,jessicaelliott@fitzpatrick-smith.com,Port William,Michigan,Mayotte,RIA,28-03-2024,28-03-2024,16112382540,Former Client,,Sales AM 2,Potential Client,Potential Client
SalA154, X. Carpenter ,"Medina, Greene and Thompson",32,xcarpenter@medinagreeneandthompson.com,North Zacharyville,New York,Macao,Broker Dealer,12-04-2024,03-08-2024,16293507575,Former Client,,Sales AM 2,Non Supporters,Non Supporters
SalA155, Katie Kelly,"Johnson, Moore and Brown",46,kellykatie@johnsonmooreandbrown.com,New Melissaland,Florida,India,Family Office,25-06-2024,03-10-2024,18489112348,Client,,Sales AM 2,Potential Client,Former Client
SalA156, Natalie Carter,Strong Ltd,48,nataliecarter@strongltd.com,Pruittland,Tennessee,Tuvalu,Financial Advisor,05-08-2024,07-08-2024,17376626392,Former Client,,Sales AM 2,Active Client,Non Supporters
SalA157, Mary Holmes,Johnson-Silva,41,holmesmary@johnson-silva.com,West Deanna,Arizona,Mayotte,Broker Dealer,14-01-2024,13-11-2024,15476214502,Client,,Sales AM 2,Potential Client,Former Client
SalA158,William Johnson,Wood-Frey,34,julie76@wood-frey.com,Taylorfurt,Oklahoma,Kazakhstan,Broker Dealer,26-02-2024,28-08-2024,12212718689,Client,,Sales AM 2,Potential Client,Former Client
SalA159, Tamara Hernandez,Mitchell and Sons,34,tamarahernandez@mitchellandsons.com,Johnmouth,Florida,Myanmar,Family Office,21-01-2024,21-01-2024,17725523687,Prospect,Stale Records,Sales AM 2,Non Supporters,Former Client
SalA160, Ashley Wolf,"Wolf, Skinner and Barrera",42,ashley99@wolfskinnerandbarrera.com,Deanmouth,New York,Austria,Family Office,29-02-2024,05-07-2024,19023919121,Former Client,,Sales AM 2,Non Supporters,Non Supporters
SalA161, Lauren James,"James, Lynn and Oneill",31,lauren40@jameslynnandoneill.com,Lake Hannahport,Wyoming,Burkina Faso,Family Office,27-06-2024,04-10-2024,12677175048,Former Client,,Sales AM 2,Active Client,Active Client
SalA162, N. Rose ,"Gordon, Winters and Gomez",38,nrose@gordonwintersandgomez.com,Jasonview,Tennessee,Palau,Institutional Investor,31-01-2024,31-01-2024,18475816261,Former Client,,Sales AM 2,Potential Client,Potential Client
SalA163, D. Pineda ,Gonzalez-Fields,34,dpineda@gonzalez-fields.com,Robersonhaven,Kentucky,Montserrat,Financial Advisor,11-04-2024,11-04-2024,13717173118,Former Client,,Sales AM 2,Active Client,Active Client
SalA164, Jennifer Gutierrez,Anderson-Clark,32,jennifergutierrez@anderson-clark.com,Pricemouth,North Carolina,Malawi,RIA,26-06-2024,26-06-2024,10689454861,Prospect,,Sales AM 2,Non Supporters,Former Client
SalA165, Felicia Kennedy,Simon-Morales,44,feliciakennedy@simon-morales.com,Allisonfurt,Hawaii,Guatemala,Family Office,28-08-2024,28-08-2024,13601691013,Former Client,,Sales AM 2,Potential Client,Potential Client
SalA166, Erica Vasquez,"Strong, Gonzalez and Morales",42,vasquezerica@stronggonzalezandmorales.com,South Kristin,Washington,Norfolk Island,Family Office,24-05-2024,24-05-2024,12216042371,Former Client,,Sales AM 2,Active Client,Active Client
SalA167, Debbie Fisher,"Morgan, Richardson and Mccoy",30,debbiefisher@morganrichardsonandmccoy.com,North Chelsea,New Hampshire,United States Virgin Islands,Financial Advisor,29-04-2024,21-08-2024,13533391065,Former Client,,Sales AM 2,Active Client,Active Client
SalA168, D. Murray ,Rollins-Gray,35,dmurray@rollins-gray.com,North Jenniferfurt,Mississippi,Bermuda,Broker Dealer,13-02-2024,13-02-2024,14090609703,Former Client,,Sales AM 2,Active Client,Active Client
SalA169, Christina Taylor,"Taylor, Cook and Williams",45,christina76@taylorcookandwilliams.com,Morganview,Maine,Uzbekistan,Institutional Investor,19-09-2024,19-09-2024,17360360056,Former Client,,Sales AM 2,Non Supporters,Non Supporters
